File_Error	Corrected
diinn	Din
dinnn	Din
Dill	Dil
didl	Dil
dil	Dil
DIIL	Dil
jannam	Janam
jnam	Janam
pttagyra	Pattagyraa
pattagyra	Pattagyraa
Desh	Desh
dseh	Dosaee
eDsh	Desh
Rotti	Roti
rroti	Roti
roti	Roti
Safarr	Safar
Saffar	Safar
CCwhal	Chawal
Chwal	Chawal
chaawal	Chawal
CHAWAL	Chawal
LLASSI	Lassii
lsssi	Lassii
lassi	Lassii
BIHNDI	Bhindi
bbhindi	Bhindi
Bhindi	Bhindi
bhhindi	Bhindi
Guulbjamun	Gulabjamun
Guulbjamun	Gulabjamun
gulabbjamun	Gulabjamun
GULABJAMUN	Gulabjamun
krishna	Krishna
rkishna	Krishna
sswar	Swar
Swar	Swar
sawr	Swar
ROTI	Roti
ORTI	Roti
ratnn	Raatn
raatnn	Raatn
RAATN	Raatn
CHAI	Chai
Chai	Chai
ram	Ram
RAAM	Ram
ramm	Ram
ram	Ram
SSmosa	Samosa
Samosa	Samosa
samosa	Samosa
apanii	Paani
apani	Paani
PPani	Paani
paaani	Paani
paneer	Paneer
PAANEER	Paneer
PNAEER	Paneer
Paneer	Paneer
SANNATA	Sannata
sannataa	Sannata
sannata	Sannata
sannata	Sannata
SSHAKTI	Shakti
SHAKTTI	Shakti
HSAKTTI	Shakti
hsaakti	Shakti
ngesh	Ganesh
ganeesh	Ganesh
gnesh	Ganesh
SUKOOON	Sukoon
Sukoon	Sukoon
Skuoon	Sukoon
Matrubhashaa	Matrubhasha
Matrubhashaa	Matrubhasha
Matrubhashaa	Matrubhasha
Bhagwawn	Bhagwan
bhagwan	Bhagwan
Dill	Dil
Dil	Dil
Dil	Dil
poojaaee	Poojaee
poojee	Poojaee
Pooojaee	Poojaee
biryani	Biryani
BIRYANI	Biryani
biryynai	Biryani
bbiryani	Biryani
PATTAGYRAAAA	Pattagyraa
pattagyraaa	Pattagyraa
pattagyraaa	Pattagyraa
prasad	Prasad
prasad	Prasad
prasad	Prasad
MAAUSAMU	Mausamu
Mussamu	Mausamu
Mausamu	Mausamu
Mausamu	Mausamu
umeeed	Umeed
umeed	Umeed
umeeed	Umeed
uumeed	Umeed
ROTI	Roti
Rtoi	Roti
rotti	Roti
ROTII	Roti
shantii	Shanti
Shanti	Shanti
SSHANTI	Shanti
looo	Aloo
Aoloo	Aloo
alloo	Aloo
nirrvnau	Nirvanau
inirvanau	Nirvanau
nirvanau	Nirvanau
NIRVNAAU	Nirvanau
Alooo	Aloo
aaloo	Aloo
alooo	Aloo
Khushboo	Khushboo
khushboo	Khushboo
krishna	Krishna
Krsihna	Krishna
biyrni	Biryani
ibryani	Biryani
biryani	Biryani
biyrni	Biryani
Mausam	Mausam
mmausam	Mausam
ODOSTEE	Dostee
Dostee	Dostee
Dosete	Dostee
Dostee	Dostee
dinene	Dinee
diene	Dinee
Pattagyra	Pattagyraa
PATTTAGYRA	Pattagyraa
Pattagyra	Pattagyraa
bhagwan	Bhagwan
bhagwan	Bhagwan
bhgwan	Bhagwan
Safair	Safar
sffari	Safari
sfari	Safari
DOSAA	Dosa
odosa	Dosa
DOSA	Dosa
Dosa	Dosa
Krishna	Krishna
rKishna	Krishna
kkrishna	Krishna
krrishna	Krishna
bandegaii	Bandegai
BANEDGAAI	Bandegai
BANDEGAI	Bandegai
bhturan	Bhaturan
BHAUTRAN	Bhaturan
Bhaaturan	Bhaturan
Kalakar	Kalakar
klaakr	Kalakar
kalaakar	Kalakar
KALAKAR	Kalakar
swwar	Swar
swwr	Swar
bbhjan	Bhajan
bhajan	Bhajan
bhajan	Bhajan
Bhajaan	Bhajan
MANZIL	Manzil
AMNZIIL	Manzil
paneeer	Paneer
paneer	Paneer
paneer	Paneer
POOJA	Pooja
POOJJA	Pooja
pooja	Pooja
Lssi	Lassii
LASSSI	Lassii
BHAGWANAA	Bhagwana
Bghwanaa	Bhagwana
Bhaggwanaa	Bhagwana
bhgawan	Bhagwan
bahgwan	Bhagwan
bhagwan	Bhagwan
AAMI	Aami
AAMMI	Aami
PAANNI	Paani
Paaani	Paani
Jalebi	Jalebi
jalebi	Jalebi
Jaleeib	Jalebi
nmzill	Manzil
manziil	Manzil
nmzil	Manzil
ypaara	Pyaaraa
pyara	Pyaaraa
Pyaaara	Pyaaraa
Payra	Pyaaraa
POOJAA	Pooja
POOJA	Pooja
mtarr	Matar
maatr	Matar
Matar	Matar
sapna	Sapna
Snpa	Sapna
sapna	Sapna
matra	Matara
MTAARR	Matar
khushbboo	Khushboo
khushbooo	Khushboo
KHUSHBOO	Khushboo
KHUUSHBOO	Khushboo
ldadu	Ladduu
Lddu	Ladduu
ladduu	Ladduu
ASPNA	Sapna
spana	Sapna
SHHANTIEE	Shantiee
SHANNTIEE	Shantiee
DESSH	Desh
Desh	Desh
deshh	Desh
deesh	Desh
paani	Paani
ppani	Paani
Paani	Paani
Paanni	Paani
Sannata	Sannata
snnata	Sannata
snnata	Sannata
UMEEED	Umeed
umeed	Umeed
Umeeed	Umeed
rorshni	Roshni
rosshni	Roshni
roshni	Roshni
ROSHNI	Roshni
SHIVEE	Shivee
shiveee	Shivee
shiivee	Shivee
Shivee	Shivee
BACHPAN	Bachpan
bachhpan	Bachpan
pneeer	Paneer
paneer	Paneer
Manzzil	Manzil
Mnzil	Manzil
manzzil	Manzil
PATTAGYRA	Pattagyraa
ptttagyra	Pattagyraa
Maatrubhasha	Matrubhasha
Matrubhasha	Matrubhasha
MATRUBHASHA	Matrubhasha
matruuhbasha	Matrubhasha
mmuksn	Muskan
MSUKKAN	Muskan
bahcpanee	Bhagwanee
Bachpanee	Bachpanee
BAHCPANEE	Bhagwanee
bchpanee	Bachpanee
Bchpan	Bachpan
Bchppan	Bachpan
Rasgulla	Rasgullaa
rasgullaa	Rasgullaa
Paneer	Paneer
Paneer	Paneer
ppanere	Paneeree
pnaeer	Paneer
Bhajan	Bhajan
bhajan	Bhajan
bhjna	Paaniaa
bhjan	Bhajan
GGnesh	Ganesh
GANESHH	Ganesh
Ganesh	Ganesh
ganeshh	Ganesh
saffar	Safar
safar	Safar
safaar	Safar
prasadu	Prasadu
pprsadu	Prasadu
dhrtti	Dharti
Dharti	Dharti
prsad	Prasad
prsaad	Prasad
BHAJAAN	Bhajan
bhajjan	Bhajan
bhajann	Bhajan
KSHANU	Kshanu
kshanu	Kshanu
skhanuu	Sukoonu
sKhnu	Sukoonu
BANDHAN	Bandhan
Bandhann	Bandhan
BBANDHAN	Bandhan
VIRASAT	Virasat
VIRASSAT	Virasat
virasaat	Virasat
Virarsat	Virasat
MATAR	Matar
matar	Matar
Mtar	Matar
jalebi	Jalebi
JALEBII	Jalebi
haawa	Hawa
haawa	Hawa
Hwaa	Hawa
Hawa	Hawa
Meehmaan	Mehmaan
mmheman	Mehmaan
MMehman	Mehmaan
SAMOSA	Samosa
SAAMOSA	Samosa
BACHHPAN	Bachpan
bahcpan	Bhagwan
MANZILEE	Manzilee
MNAZILEE	Manzilee
mnzileee	Manzilee
mnzilee	Manzilee
DDINN	Din
DINN	Din
GEETA	Geetaa
geetta	Geetaa
Geetta	Geetaa
EGETAA	Geetaa
RRsagulla	Rasgullaa
RASGUULLA	Rasgullaa
Dosuu	Dosa
Doosu	Dosa
matrubhashaa	Matrubhasha
matrubhasha	Matrubhasha
khawab	Khwaab
khwab	Khwaab
khwab	Khwaab
Khwaab	Khwaab
Pkora	Pakora
Pkora	Pakora
paokra	Pakora
IDLLI	Idli
iddli	Idli
idlii	Idli
SHIVUU	Shivu
shiuv	Shiv
shiivu	Shivu
SHHVIU	Shivi
DIL	Dil
diil	Dil
Dil	Dil
diil	Dil
saanjh	Saanjh
Saanjjh	Saanjh
saaanjh	Saanjh
sapna	Sapna
spna	Sapna
PAL	Pal
PAAL	Pal
Pall	Pal
idlli	Idli
IDLIA	Idlia
IIDLIA	Idlia
idila	Idlia
doosti	Dosti
doosti	Dosti
Dosti	Dosti
ddosti	Dosti
UUmeed	Umeed
UMMEED	Umeed
umeed	Umeed
Uemed	Umeed
PAKORRA	Pakora
pkorra	Pakora
pkora	Pakora
PAKORAA	Pakora
roshniaa	Roshniaa
orshhniaa	Roshniaa
Rosnhia	Roshniaa
RROSHNIAA	Roshniaa
Gulabjamunnu	Gulabjamunu
Gulabjammunu	Gulabjamunu
gulaabjamunu	Gulabjamunu
gulabjamunu	Gulabjamunu
Humsafari	Humsafari
humsfari	Humsafari
humsafari	Humsafari
kshn	Kshan
KSHAAN	Kshan
KSHNA	Kshana
Rotti	Roti
Roti	Roti
rram	Ram
rama	Ramaa
chawalaaa	Chawala
Chawalaa	Chawala
chaawalaa	Chawala
chawalaa	Chawala
praasadn	Prasadn
prasadn	Prasadn
ssannata	Sannata
ssannata	Sannata
snnata	Sannata
SANNAAT	Sannata
sshvi	Shivi
hSiv	Shiv
hsntiaa	Shantiaa
shantia	Shantiaa
Snhtia	Shaktiaa
mehmaana	Mehmaana
Mehhmaana	Mehmaana
VIRRASAT	Virasat
virasat	Virasat
VVIRASAT	Virasat
Viraast	Virasat
Jlebi	Jalebi
JAALEIB	Jalebi
snnaata	Sannata
sannata	Sannata
khwaaab	Khwaab
khwaab	Khwaab
khwaab	Khwaab
Khwaab	Khwaab
sanskkaar	Sanskaar
Sanskaar	Sanskaar
Sanskaar	Sanskaar
mauasmee	Mausamee
Musamee	Mausamee
IIDLI	Idli
ildi	Idli
Idlli	Idli
idli	Idli
Sannata	Sannata
Snnata	Sannata
virasat	Virasat
virasatt	Virasat
VIRAASAT	Virasat
VIRRASAT	Virasat
Dosaaa	Dosa
Dosa	Dosa
dsoaa	Dosa
dosa	Dosa
Pattaggyra	Pattagyraa
ptttagrya	Pattagyraa
PATTAGYRA	Pattagyraa
gullbjamun	Gulabjamun
gulabjamuun	Gulabjamun
Gulabjamun	Gulabjamun
aaasha	Aasha
AAASHA	Aasha
aasha	Aasha
MEEHMAAN	Mehmaan
MEHHMAAN	Mehmaan
gulabjamun	Gulabjamun
gulabjjaumn	Gulabjamun
gulabbjamun	Gulabjamun
dossi	Dosai
DOOSAI	Dosai
odsai	Dosai
dosaii	Dosai
yaadein	Yaadein
Yaadeni	Yaadeini
yadein	Yaadein
Musaam	Mausam
Mausaam	Mausam
mausam	Mausam
gulabjamun	Gulabjamun
Gulbjammun	Gulabjamun
Gulabjamun	Gulabjamun
gluabjamuun	Gulabjamun
UMEED	Umeed
Umeed	Umeed
shhiv	Shiv
Shiiv	Shiv
shhiv	Shiv
MEHMAAN	Mehmaan
MEHMAAN	Mehmaan
SAMOSA	Samosa
samosa	Samosa
SAAMOSA	Samosa
Samosa	Samosa
klakar	Kalakar
kalakar	Kalakar
klaakr	Kalakar
UMEED	Umeed
uumeed	Umeed
Umeed	Umeed
pnaeer	Paneer
Paneeer	Paneer
paneer	Paneer
samosa	Samosa
Saamosa	Samosa
samosa	Samosa
SANSKAARN	Sanskaarn
snskaaarn	Sanskaarn
sanskaarnn	Sanskaarn
SAANSKAARN	Sanskaarn
CHHAIU	Chaiu
Chaiu	Chaiu
cchaiu	Chaiu
Ram	Ram
ram	Ram
ram	Ram
sannata	Sannata
snnnata	Sannata
sasnnata	Sannata
paakora	Pakora
pakroa	Pakora
ppyari	Pyaari
Pyaari	Pyaari
PYAAARI	Pyaari
mnazil	Manzil
nMzil	Manzil
mnzill	Manzil
SHHIV	Shiv
Shhiv	Shiv
shihv	Shiv
biryanni	Biryani
biryani	Biryani
BIRYANI	Biryani
Biryaain	Biryani
umeeda	Umeeda
umeeeda	Umeeda
Umeed	Umeed
ssapna	Sapna
ssapna	Sapna
spna	Sapna
Dost	Dost
dostt	Dost
dost	Dost
Dostt	Dost
jalebi	Jalebi
jalebi	Jalebi
BHHAGWAN	Bhagwan
Bhggwan	Bhagwan
ddilee	Dilee
DILEEE	Dilee
DILEEE	Dilee
DILEE	Dilee
dosaa	Dosa
dosa	Dosa
Dossa	Dosa
dosa	Dosa
MATRA	Matara
mtar	Matar
bandegaia	Bandegaiaa
bandegaia	Bandegaiaa
BANDEGAIA	Bandegaiaa
Sapnaii	Sapnai
spnai	Sapnai
kriishn	Krishna
Krrishn	Krishna
KRISHNA	Krishna
krishnna	Krishna
meehman	Mehmaan
Memhan	Mehmaan
MEHMAAN	Mehmaan
MEHMAAN	Mehmaan
smiitaa	Asmita
asmitaa	Asmita
SAMITAA	Asmita
Asmitaa	Asmita
spna	Sapna
SSpna	Sapna
NIRVANAN	Nirvanan
iNirvna	Nirvana
nirvana	Nirvana
nirvana	Nirvana
BHAGGWAN	Bhagwan
bhgwann	Bhagwan
Bhaggwan	Bhagwan
AAAMA	Aama
amaa	Aama
Bhkti	Bhakti
bhaktti	Bhakti
PPakora	Pakora
aPkorra	Pakora
pakora	Pakora
pakora	Pakora
pyara	Pyaaraa
Pyaaar	Pyaar
Chwal	Chawal
chawal	Chawal
Chawal	Chawal
bhajana	Bhajana
bhaajana	Bhajana
Bhajnaa	Paaniaa
MANZIL	Manzil
mmanzil	Manzil
Manziil	Manzil
manzill	Manzil
Prsad	Prasad
prasad	Prasad
Prasad	Prasad
PRAASAD	Prasad
Bandegaiaa	Bandegaiaa
BANNDEGIAAA	Bandegaiaa
Prem	Prem
PREM	Prem
prrem	Prem
DALL	Dal
dl	Dal
dll	Dal
Khushbooo	Khushboo
khushboo	Khushboo
khushboo	Khushboo
aaam	Aam
Aam	Aam
Aam	Aam
RAMM	Ram
aRmm	Aam
RAAMA	Ramaa
Rama	Ramaa
RAMA	Ramaa
PANEEREE	Paneeree
PANEEEREE	Paneeree
ppaneeree	Paneeree
paeneeree	Paneeree
durrga	Durgaa
DURGAG	Durgaa
PATTAGYRA	Pattagyraa
pattagyra	Pattagyraa
Ptttagyra	Pattagyraa
PATTAGGYRA	Pattagyraa
halwaee	Halwaee
Halawee	Halwaee
hlwaee	Halwaee
Bhkti	Bhakti
Bhkti	Bhakti
BHAKTI	Bhakti
bhkati	Bhakti
BHGAWAN	Bhagwan
BHGAWAN	Bhagwan
bhagwan	Bhagwan
bhagwwan	Bhagwan
PRASAAD	Prasad
Prsda	Prasadaa
prsaad	Prasad
BHINDII	Bhindi
bhindi	Bhindi
bihndi	Bhindi
BHIINDI	Bhindi
ksnhn	Kshan
KSHHAN	Kshan
rotii	Roti
roti	Roti
rtoi	Roti
Musknn	Muskan
muskann	Muskan
savera	Savera
ssavera	Savera
savera	Savera
svaera	Savera
safar	Safar
SAAFAR	Safar
PREMMA	Prema
PRREMA	Prema
pprem	Prem
PREMMA	Prema
SANAJHI	Saanjhi
saaanjhi	Saanjhi
BBhakti	Bhakti
BHAKTI	Bhakti
PRASADAA	Prasadaa
prasadaa	Prasadaa
prasaddaa	Prasadaa
guulabjamun	Gulabjamun
GULABJAUMN	Gulabjamun
Dl	Dal
dll	Dal
Rootiu	Rotiu
rotiu	Rotiu
Rotiu	Rotiu
Dharti	Dharti
DHARTI	Dharti
DHARRTI	Dharti
banndegai	Bandegai
BANDEGGAI	Bandegai
badnegaii	Bandegai
Banndegai	Bandegai
roti	Roti
ROTI	Roti
ROOTI	Roti
ROTI	Roti
din	Din
IDIN	Yaadein
Ladud	Ladduu
LADDUU	Ladduu
ALDDU	Ladduu
Halwaa	Halwa
halwwa	Halwa
poojaaa	Pooja
POOJAAA	Pooja
POOJA	Pooja
pooja	Pooja
mehmaan	Mehmaan
mehmann	Mehmaan
emhmaan	Mehmaan
Dosas	Dosa
Doosa	Dosa
DDsoa	Dosa
Nrivna	Nirvana
NIRVANA	Nirvana
NIRVVANA	Nirvana
khwaabb	Khwaab
Khwaab	Khwaab
Khwwaab	Khwaab
KKhwaab	Khwaab
Krishna	Krishna
krisnha	Krishna
KRISHNA	Krishna
krishna	Krishna
humsafaru	Humsafaru
Humsfaaru	Humsafaru
Humsaafaru	Humsafaru
saverea	Savera
ssavera	Savera
Svera	Savera
saveera	Savera
humsafarn	Humsafarn
husmfarnn	Humsafarn
HUMSAFARN	Humsafarn
humssafarn	Humsafarn
KHWWAABAA	Khwaaba
KHWAAABAA	Khwaaba
spana	Sapna
sapna	Sapna
RRamaa	Ramaa
ramaa	Ramaa
RAMMAA	Ramaa
RRamaa	Ramaa
shnatia	Shantiaa
SHAANTIA	Shantiaa
SHHANTIA	Shantiaa
deeshaa	Desha
ddeshaa	Desha
desaha	Desha
prernn	Prerna
perrn	Pyaarn
Prern	Prerna
PPRERNA	Prerna
RRam	Ram
raam	Ram
RAAM	Ram
rm	Ram
snskaar	Sanskaar
SANSKAAR	Sanskaar
Halwa	Halwa
Halwwa	Halwa
AHLWA	Alooaa
Hlwaa	Halwa
bhjanu	Bhajanu
Bhjanu	Bhajanu
Ram	Ram
ram	Ram
rm	Ram
pattagyrra	Pattagyraa
patttagyra	Pattagyraa
Pattagyra	Pattagyraa
Prerna	Prerna
prerna	Prerna
prenra	Prerna
Bhindi	Bhindi
BBHINDI	Bhindi
Bhidnii	Bhindi
Bhindi	Bhindi
SHAKTI	Shakti
shtki	Shakti
Shakti	Shakti
Gulabjamun	Gulabjamun
gulabjamun	Gulabjamun
Jlaeebi	Jalebi
JALLEBI	Jalebi
jalebi	Jalebi
Jaleebi	Jalebi
shivaa	Shivaa
Shivaaa	Shivaa
shivaa	Shivaa
Sihvaa	Shivaa
ddil	Dil
DIIL	Dil
DDIL	Dil
dil	Dil
Dessh	Desh
DESH	Desh
DESH	Desh
virrsat	Virasat
VIIRASAT	Virasat
viirasat	Virasat
sukooni	Sukooni
SSukooni	Sukooni
mausamu	Mausamu
MMUASAMU	Mausamu
umsamu	Mausamu
Mausamu	Mausamu
matarr	Matar
Mataar	Matar
Matar	Matar
matar	Matar
Sansskaar	Sanskaar
SANSKAAR	Sanskaar
SANSKAAR	Sanskaar
humsafar	Humsafar
Humsaffar	Humsafar
hmusafar	Humsafar
saffar	Safar
Saafar	Safar
nirvana	Nirvana
niirvana	Nirvana
NIRVVANAU	Nirvanau
NIRVANAU	Nirvanau
Aaam	Aam
Aaam	Aam
aaam	Aam
AAAM	Aam
bhatura	Bhatura
Bhatura	Bhatura
bhjann	Bhajan
Bhaajan	Bhajan
BHAJAN	Bhajan
SSamosa	Samosa
SAMOOSA	Samosa
HAAWAI	Hawai
hawai	Hawai
HAWAI	Hawai
MEHMANA	Mehmaana
mehmaann	Mehmaan
mehmaan	Mehmaan
mehmana	Mehmaana
din	Din
dinn	Din
hSanti	Sannatai
Shnti	Shanti
shannti	Shanti
Safarn	Safarn
SSAFARN	Safarn
krishna	Krishna
KRISHNAA	Krishna
Ram	Ram
RRam	Ram
RAAM	Ram
Rm	Ram
paneer	Paneer
paneeer	Paneer
simta	Asmita
Amsita	Asmita
ASMITA	Asmita
ASMITA	Asmita
Perm	Prem
prrem	Prem
PREM	Prem
pprme	Prem
bbhajan	Bhajan
Bhajan	Bhajan
BHAJJAN	Bhajan
aam	Aam
aam	Aam
HALWA	Halwa
hallwa	Halwa
KHWAAB	Khwaab
khwab	Khwaab
pyaar	Pyaar
PYAAR	Pyaar
hawa	Hawa
hawa	Hawa
MEHMAANN	Mehmaan
Mehman	Mehmaan
MEHMAAN	Mehmaan
Mehman	Mehmaan
Matrubhasha	Matrubhasha
MATRUBHASHA	Matrubhasha
MATRUBHASHA	Matrubhasha
mrtubhasha	Matrubhasha
khushboo	Khushboo
khushboo	Khushboo
KHUSHBOO	Khushboo
Khushboo	Khushboo
dost	Dost
Dosst	Dost
dost	Dost
Dost	Dost
manizl	Manzil
Maanzil	Manzil
maznill	Manzil
AMNZIL	Manzil
DOSA	Dosa
dosaa	Dosa
Dosa	Dosa
Halwwa	Halwa
hlwa	Halwa
HHAWLA	Halwa
HALWWA	Halwa
smmita	Asmita
asmita	Asmita
Asmita	Asmita
dhartti	Dharti
Dharti	Dharti
Parivaaar	Parivaar
PARIIVAAR	Parivaar
Parivaar	Parivaar
SSAPNA	Sapna
SAPNNA	Sapna
saapna	Sapna
spnaa	Sapna
PAANI	Paani
ppnai	Sapnai
Gannseha	Ganesha
GANESHHA	Ganesha
Gneshaa	Ganesha
Gnesha	Ganesha
niirvana	Nirvana
Nirvana	Nirvana
kshann	Kshan
kshan	Kshan
KSHAAN	Kshan
kskhn	Kshan
Aam	Aam
aam	Aam
aaam	Aam
Am	Aam
humssfra	Humsafaraa
humssafar	Humsafar
humsafaar	Humsafar
Hummsafar	Humsafar
ganeshaa	Ganesha
GANESHA	Ganesha
ganeshha	Ganesha
ganesha	Ganesha
sevraa	Savera
SAVERA	Savera
savera	Savera
savera	Savera
Lssi	Lassii
LASSI	Lassii
Lassi	Lassii
Humsaafaraa	Humsafaraa
HHUMSAFARAA	Humsafaraa
Humsfaraaa	Humsafaraa
HUMSAFARAA	Humsafaraa
smosa	Samosa
samosa	Samosa
Chawal	Chawal
chhawal	Chawal
CHAAWLL	Chawal
chawwal	Chawal
bbhatura	Bhatura
bhtauura	Bhatura
Nirvana	Nirvana
nnirvana	Nirvana
nirvana	Nirvana
nirvana	Nirvana
DDAL	Dal
dal	Dal
NIRVANNA	Nirvana
Nirvana	Nirvana
nirvvana	Nirvana
nirvanna	Nirvana
MUSKAN	Muskan
muuskan	Muskan
Durgaii	Durgai
Durgai	Durgai
HAAWU	Hawa
hwaauu	Hawau
RRoshni	Roshni
Roshnii	Roshni
ROSHNII	Roshni
ROSSNHI	Roshni
bkhti	Bhakti
Bhakkti	Bhakti
bhkti	Bhakti
PAANIAA	Paaniaa
Paniaa	Paaniaa
Panniaa	Paaniaa
Smoas	Samosa
SAAMOSA	Samosa
samosa	Samosa
BHAKKTI	Bhakti
bhakkti	Bhakti
dosaa	Dosa
Dossa	Dosa
dosa	Dosa
DSOA	Dosa
Chawal	Chawal
CChawal	Chawal
Chawaal	Chawal
ROTI	Roti
Roti	Roti
ROTI	Roti
rroti	Roti
ahwa	Aasha
Hwa	Hawa
BACHPANAA	Bachpanaa
bchppaana	Bachpanaa
bchpanaa	Bachpanaa
Bachpanaa	Bachpanaa
raaat	Raat
raatt	Raat
RAATT	Raat
bhhwgan	Bhagwan
BHAGWAN	Bhagwan
ddin	Din
DIN	Din
DDin	Din
din	Din
dil	Dil
dil	Dil
DIL	Dil
dil	Dil
Asmtia	Asmita
AAsmita	Asmita
asmiita	Asmita
Muskan	Muskan
muskan	Muskan
Yaadeinu	Yaadeinu
Yadeinu	Yaadeinu
yaadeinnu	Yaadeinu
Samosaaaa	Samosa
ssamosaaa	Samosa
samsoaaaa	Samosa
SAMOSAAA	Samosa
RAMAAA	Ramaa
ramaa	Ramaa
RAAMA	Ramaa
rmaa	Ramaa
PREEM	Prem
Prem	Prem
prem	Prem
Premm	Prem
janaam	Janam
janam	Janam
poooja	Pooja
POPOJA	Pooja
POOJJA	Pooja
pooj	Pooja
bhajaan	Bhajan
bhajann	Bhajan
Khushii	Khushi
khushiii	Khushi
hhawa	Hawa
HAWA	Hawa
Hawa	Hawa
prernaan	Prernan
PRERNAN	Prernan
prrernan	Prernan
Prernan	Prernan
mausam	Mausam
mausamm	Mausam
maussam	Mausam
Mausam	Mausam
SUKOONO	Sukoon
Sukoon	Sukoon
bnndhan	Bandhan
bandhan	Bandhan
bndhann	Bandhan
baandhan	Bandhan
raat	Raat
raatt	Raat
RAAAT	Raat
IDLI	Idli
IDLI	Idli
IDLI	Idli
idli	Idli
nirvanaii	Nirvanai
NIRVANAI	Nirvanai
Nrivanai	Nirvanai
smita	Asmita
ASMITA	Asmita
Asmiita	Asmita
IDLIU	Idliu
idilu	Idliu
idlliu	Idliu
idliuu	Idliu
CHAIEE	Chaiee
chhaiee	Chaiee
chaeiee	Chaiee
Humsfar	Humsafar
hhusmfar	Humsafar
humfsar	Humsafar
Shtki	Shakti
shhakti	Shakti
shkti	Shakti
shaktti	Shakti
bhkaktin	Bhaktin
BHAAKTIN	Bhaktin
bhaktin	Bhaktin
zindagi	Zindagi
iznndagi	Zindagi
Shkkti	Shakti
shatkti	Shakti
Shakti	Shakti
MAUSAM	Mausam
MAUSAAM	Mausam
mauusam	Mausam
maasuam	Mausam
bachpan	Bachpan
BAACHPAN	Bachpan
Bcahpan	Bachpan
MATRUBHASHAAA	Matrubhasha
Matrubhashaaa	Matrubhasha
mtrubhashaaa	Matrubhasha
mtrubhashaaa	Matrubhasha
Dsot	Dost
dost	Dost
Dsot	Dost
ddots	Dosa
HHALWA	Halwa
HHALWA	Halwa
lHwaa	Hawa
bachpaani	Bachpani
bacphani	Bhagwani
bhtki	Bhakti
Bhkti	Bhakti
Yadeein	Yaadein
yaaadein	Yaadein
gulabjaamun	Gulabjamun
GGULABJAMUN	Gulabjamun
gulabjaamun	Gulabjamun
sannataa	Sannata
sannata	Sannata
sannata	Sannata
dinee	Dinee
DNINEE	Dinee
DINEE	Dinee
DINEE	Dinee
mauusam	Mausam
MMAUSAM	Mausam
mausam	Mausam
Pal	Pal
Pall	Pal
pall	Pal
PAL	Pal
idlia	Idlia
dilia	Dila
HUMSAFAAR	Humsafar
humsfar	Humsafar
LADDU	Ladduu
lladdu	Ladduu
LADDDU	Ladduu
ldadu	Ladduu
ladduu	Ladduu
ldddu	Ladduu
ldudu	Ladduu
Saverra	Savera
saavera	Savera
Svera	Savera
nirvaana	Nirvana
Nirvana	Nirvana
NIRVANA	Nirvana
nirvanaa	Nirvana
Sappna	Sapna
SAPAN	Sapna
ssapna	Sapna
mausamu	Mausamu
mauasmu	Mausamu
HUMSFAFAR	Humsafar
Humsafar	Humsafar
Humssfar	Humsafar
humsafar	Humsafar
pyaar	Pyaar
PYAAAR	Pyaar
mausam	Mausam
mausam	Mausam
asfar	Safar
safr	Safar
SAFAAR	Safar
Sfar	Safar
saanjh	Saanjh
Saanjh	Saanjh
saanhj	Saanjh
sanjh	Saanjh
Prernaaa	Prerna
prernaa	Prerna
Prernaaa	Prerna
prernaaa	Prerna
Rasgullai	Rasgullai
rrasgullai	Rasgullai
RASGULLAAI	Rasgullai
Rasgullai	Rasgullai
Prasda	Prasadaa
PRASADD	Prasad
praasd	Prasad
nivrnaee	Nirvanaee
NIRVANAEEE	Nirvanaee
MAUSAAM	Mausam
mauasm	Mausam
saanjhh	Saanjh
sanjhh	Saanjh
Saanjhh	Saanjh
nGnesh	Ganesh
gaanesh	Ganesh
ladud	Ladduu
Lddu	Ladduu
Laddu	Ladduu
Lddu	Ladduu
prernai	Prernai
prernni	Prernai
prernai	Prernai
prenri	Prernai
BACHHPAN	Bachpan
BACHPAN	Bachpan
Samosa	Samosa
samosa	Samosa
samosa	Samosa
ssmosa	Samosa
durg	Durgaa
durg	Durgaa
Jleeibi	Jalebi
Jaelbii	Jalebi
JALEBII	Jalebi
SSWAREE	Swaree
swaree	Swaree
Swarree	Swaree
shanntii	Shanti
Shntii	Shanti
paneeer	Paneer
paneer	Paneer
paneeer	Paneer
PANEER	Paneer
Jnam	Janam
JJANAM	Janam
janam	Janam
janam	Janam
deshee	Deshee
deeshee	Deshee
DEESHEE	Deshee
SAFARAAA	Safaraa
SAFARRAA	Safaraa
saafraaa	Safaraa
safaraa	Safaraa
Din	Din
DDin	Din
Geet	Geet
gete	Geetee
GEET	Geet
bhaturaee	Bhaturaee
bhaturaee	Bhaturaee
BHHATURAEE	Bhaturaee
bhturraee	Bhaturaee
HALWA	Halwa
halwwa	Halwa
halwwa	Halwa
bachpan	Bachpan
bachppan	Bachpan
Aloo	Aloo
laoo	Aloo
aloo	Aloo
looo	Aloo
MATRUUBHASHA	Matrubhasha
Mtrubhassha	Matrubhasha
MATRUBHASHA	Matrubhasha
ddil	Dil
diil	Dil
Dil	Dil
dil	Dil
DDost	Dost
ddost	Dost
ddots	Dosa
Dost	Dost
mehmaaan	Mehmaan
mehaman	Mehmaan
MHEMAAN	Mehmaan
Mehmaann	Mehmaan
RRam	Ram
rram	Ram
