File_Error	Corrected
roti	Roti
Safarr	Safar
Saffar	Safar
CCwhal	Chawal
Chwal	Chawal
chaawal	Chawal
CHAWAL	Chawal
LLASSI	Lassi
lsssi	Idli
lassi	Lassi
BIHNDI	Bhindi
bbhindi	Bhindi
Bhindi	Bhindi
bhhindi	Bhindi
Guulbjamun	Gulabjamun
Guulbjamun	Gulabjamun
gulabbjamun	Gulabjamun
GULABJAMUN	Gulabjamun
krishna	Krishna
rkishna	Krishna
sswar	Swar
Swar	Swar
sawr	Dosa
ROTI	Roti
ORTI	Roti
ratnn	Virasatn
raatnn	Virasatn
RAATN	Virasatn
CHAI	Chai
Chai	Chai
ram	Aam
RAAM	Aam
ramm	Aam
ram	Aam
SSmosa	Samosa
Samosa	Samosa
samosa	Samosa
apanii	Paani
apani	Paani
PPani	Paani
paaani	Paani
paneer	Paneer
PAANEER	Paneer
PNAEER	Sapnaee
Paneer	Paneer
SANNATA	Sannata
sannataa	Sannata
sannata	Sannata
sannata	Sannata
SSHAKTI	Shakti
SHAKTTI	Shakti
HSAKTTI	Shakti
hsaakti	Shakti
ngesh	Ganesh
ganeesh	Ganesh
gnesh	Ganesh
SUKOOON	Sukoon
Sukoon	Sukoon
Skuoon	Sukoon
Matrubhashaa	Matrubhasha
Matrubhashaa	Matrubhasha
Matrubhashaa	Matrubhasha
Bhagwawn	Bhagwan
bhagwan	Bhagwan
Dill	Dil
Dil	Dil
Dil	Dil
poojaaee	Poojaee
poojee	Poojaee
Pooojaee	Poojaee
biryani	Biryani
BIRYANI	Biryani
biryynai	Biryani
bbiryani	Biryani
PATTAGYRAAAA	Pattagyra
pattagyraaa	Pattagyra
pattagyraaa	Pattagyra
prasad	Prasad
prasad	Prasad
prasad	Prasad
MAAUSAMU	Mausamu
Mussamu	Mausamu
Mausamu	Mausamu
Mausamu	Mausamu
umeeed	Umeed
umeed	Umeed
umeeed	Umeed
uumeed	Umeed
ROTI	Roti
Rtoi	Dharti
rotti	Roti
ROTII	Roti
shantii	Shanti
Shanti	Shanti
SSHANTI	Shanti
looo	Aloo
Aoloo	Dal
alloo	Dal
nirrvnau	Nirvanau
inirvanau	Nirvanau
nirvanau	Nirvanau
NIRVNAAU	Nirvanau
Alooo	Dal
aaloo	Dal
alooo	Dal
Khushboo	Khushboo
khushboo	Khushboo
krishna	Krishna
Krsihna	Krishna
biyrni	Biryani
ibryani	Biryani
biryani	Biryani
biyrni	Biryani
Mausam	Mausam
mmausam	Mausam
ODOSTEE	Dostee
Dostee	Dostee
Dosete	Dostee
Dostee	Dostee
dinene	Dinee
diene	Idliee
Pattagyra	Pattagyra
PATTTAGYRA	Pattagyra
Pattagyra	Pattagyra
bhagwan	Bhagwan
bhagwan	Bhagwan
bhgwan	Bhagwan
Safair	Safar
sffari	Safari
sfari	Safari
DOSAA	Dosa
odosa	Dosa
DOSA	Dosa
Dosa	Dosa
Krishna	Krishna
rKishna	Krishna
kkrishna	Krishna
krrishna	Krishna
bandegaii	Bandegai
BANEDGAAI	Bandegai
BANDEGAI	Bandegai
bhturan	Bhaturan
BHAUTRAN	Bhaturan
Bhaaturan	Bhaturan
Kalakar	Kalakar
klaakr	Kalakar
kalaakar	Kalakar
KALAKAR	Kalakar
swwar	Swar
swwr	Swar
bbhjan	Bhajan
bhajan	Bhajan
bhajan	Bhajan
Bhajaan	Bhajan
MANZIL	Manzil
AMNZIIL	Manzil
paneeer	Paneer
paneer	Paneer
paneer	Paneer
POOJA	Pooja
POOJJA	Pooja
pooja	Pooja
Lssi	Idli
LASSSI	Lassi
BHAGWANAA	Bhagwana
Bghwanaa	Bhagwana
Bhaggwanaa	Bhagwana
bhgawan	Bhagwan
bahgwan	Bhagwan
bhagwan	Bhagwan
AAMI	Rami
AAMMI	Rami
PAANNI	Paani
Paaani	Paani
Jalebi	Jalebi
jalebi	Jalebi
Jaleeib	Jalebi
nmzill	Manzil
manziil	Manzil
nmzil	Manzil
ypaara	Pyaara
pyara	Pyaara
Pyaaara	Pyaara
Payra	Swara
POOJAA	Pooja
POOJA	Pooja
mtarr	Matar
maatr	Matar
Matar	Matar
sapna	Sapna
Snpa	Kshana
sapna	Sapna
matra	Matara
MTAARR	Matar
khushbboo	Khushboo
khushbooo	Khushboo
KHUSHBOO	Khushboo
KHUUSHBOO	Khushboo
ldadu	Laddu
Lddu	Dilu
ladduu	Laddu
ASPNA	Sapna
spana	Kshana
SHHANTIEE	Shantiee
SHANNTIEE	Shantiee
DESSH	Desh
Desh	Desh
deshh	Desh
deesh	Desh
paani	Paani
ppani	Paani
Paani	Paani
Paanni	Paani
Sannata	Sannata
snnata	Sannata
snnata	Sannata
UMEEED	Umeed
umeed	Umeed
Umeeed	Umeed
rorshni	Roshni
rosshni	Roshni
roshni	Roshni
ROSHNI	Roshni
SHIVEE	Shivee
shiveee	Shivee
shiivee	Shivee
Shivee	Shivee
BACHPAN	Bachpan
bachhpan	Bachpan
pneeer	Paneer
paneer	Paneer
Manzzil	Manzil
Mnzil	Manzil
manzzil	Manzil
PATTAGYRA	Pattagyra
ptttagyra	Pattagyra
Maatrubhasha	Matrubhasha
Matrubhasha	Matrubhasha
MATRUBHASHA	Matrubhasha
matruuhbasha	Matrubhasha
mmuksn	Sukoon
MSUKKAN	Muskan
bahcpanee	Bachpanee
Bachpanee	Bachpanee
BAHCPANEE	Bachpanee
bchpanee	Bachpanee
Bchpan	Bachpan
Bchppan	Bachpan
Rasgulla	Rasgulla
rasgullaa	Rasgulla
Paneer	Paneer
Paneer	Paneer
ppanere	Paneeree
pnaeer	Sapnaee
Bhajan	Bhajan
bhajan	Bhajan
bhjna	Bhajana
bhjan	Bhajan
GGnesh	Ganesh
GANESHH	Ganesh
Ganesh	Ganesh
ganeshh	Ganesh
saffar	Safar
safar	Safar
safaar	Safar
prasadu	Prasadu
pprsadu	Prasadu
dhrtti	Dharti
Dharti	Dharti
prsad	Prasad
prsaad	Prasad
BHAJAAN	Bhajan
bhajjan	Bhajan
bhajann	Bhajan
KSHANU	Kshanu
kshanu	Kshanu
skhanuu	Kshanu
sKhnu	Kshanu
BANDHAN	Bandhan
Bandhann	Bandhan
BBANDHAN	Bandhan
VIRASAT	Virasat
VIRASSAT	Virasat
virasaat	Virasat
Virarsat	Virasat
MATAR	Matar
matar	Matar
Mtar	Matar
jalebi	Jalebi
JALEBII	Jalebi
haawa	Chawal
haawa	Chawal
Hwaa	Khwaab
Hawa	Chawal
Meehmaan	Mehmaan
mmheman	Mehmaan
MMehman	Mehmaan
SAMOSA	Samosa
SAAMOSA	Samosa
BACHHPAN	Bachpan
bahcpan	Bachpan
MANZILEE	Manzilee
MNAZILEE	Manzilee
mnzileee	Manzilee
mnzilee	Manzilee
DDINN	Din
DINN	Din
GEETA	Geeta
geetta	Geeta
Geetta	Geeta
EGETAA	Geeta
RRsagulla	Rasgulla
RASGUULLA	Rasgulla
Dosuu	Dostu
Doosu	Dostu
matrubhashaa	Matrubhasha
matrubhasha	Matrubhasha
khawab	Khwaab
khwab	Khwaab
khwab	Khwaab
Khwaab	Khwaab
Pkora	Pakora
Pkora	Pakora
paokra	Pakora
IDLLI	Idli
iddli	Idli
idlii	Idli
SHIVUU	Shivu
shiuv	Shiv
shiivu	Shivu
SHHVIU	Roshniu
DIL	Dil
diil	Dil
Dil	Dil
diil	Dil
saanjh	Saanjh
Saanjjh	Saanjh
saaanjh	Saanjh
sapna	Sapna
spna	Sapna
PAL	Dal
PAAL	Dal
Pall	Dal
idlli	Idli
IDLIA	Idlia
IIDLIA	Idlia
idila	Dila
doosti	Dosti
doosti	Dosti
Dosti	Dosti
ddosti	Dosti
UUmeed	Umeed
UMMEED	Umeed
umeed	Umeed
Uemed	Umeed
PAKORRA	Pakora
pkorra	Pakora
pkora	Pakora
PAKORAA	Pakora
roshniaa	Roshnia
orshhniaa	Roshnia
Rosnhia	Roshnia
RROSHNIAA	Roshnia
Gulabjamunnu	Gulabjamunu
Gulabjammunu	Gulabjamunu
gulaabjamunu	Gulabjamunu
gulabjamunu	Gulabjamunu
Humsafari	Humsafari
humsfari	Humsafari
humsafari	Humsafari
kshn	Kshan
KSHAAN	Kshan
KSHNA	Kshana
Rotti	Roti
Roti	Roti
rram	Aam
rama	Rama
chawalaaa	Chawala
Chawalaa	Chawala
chaawalaa	Chawala
chawalaa	Chawala
praasadn	Prasadn
prasadn	Prasadn
ssannata	Sannata
ssannata	Sannata
snnata	Sannata
SANNAAT	Kshana
sshvi	Deshi
hSiv	Shiv
hsntiaa	Shantia
shantia	Shantia
Snhtia	Roshnia
mehmaana	Mehmaana
Mehhmaana	Mehmaana
VIRRASAT	Virasat
virasat	Virasat
VVIRASAT	Virasat
Viraast	Virasat
Jlebi	Jalebi
JAALEIB	Jalebi
snnaata	Sannata
sannata	Sannata
khwaaab	Khwaab
khwaab	Khwaab
khwaab	Khwaab
Khwaab	Khwaab
sanskkaar	Sanskaar
Sanskaar	Sanskaar
Sanskaar	Sanskaar
mauasmee	Mausamee
Musamee	Mausamee
IIDLI	Idli
ildi	Dili
Idlli	Idli
idli	Idli
Sannata	Sannata
Snnata	Sannata
virasat	Virasat
virasatt	Virasat
VIRAASAT	Virasat
VIRRASAT	Virasat
Dosaaa	Dosa
Dosa	Dosa
dsoaa	Dosa
dosa	Dosa
Pattaggyra	Pattagyra
ptttagrya	Pattagyra
PATTAGYRA	Pattagyra
gullbjamun	Gulabjamun
gulabjamuun	Gulabjamun
Gulabjamun	Gulabjamun
aaasha	Aasha
AAASHA	Aasha
aasha	Aasha
MEEHMAAN	Mehmaan
MEHHMAAN	Mehmaan
gulabjamun	Gulabjamun
gulabjjaumn	Gulabjamun
gulabbjamun	Gulabjamun
dossi	Dosai
DOOSAI	Dosai
odsai	Dosai
dosaii	Dosai
yaadein	Yaadein
Yaadeni	Yaadeini
yadein	Yaadein
Musaam	Mausam
Mausaam	Mausam
mausam	Mausam
gulabjamun	Gulabjamun
Gulbjammun	Gulabjamun
Gulabjamun	Gulabjamun
gluabjamuun	Gulabjamun
UMEED	Umeed
Umeed	Umeed
shhiv	Shiv
Shiiv	Shiv
shhiv	Shiv
MEHMAAN	Mehmaan
MEHMAAN	Mehmaan
SAMOSA	Samosa
samosa	Samosa
SAAMOSA	Samosa
Samosa	Samosa
klakar	Kalakar
kalakar	Kalakar
klaakr	Kalakar
UMEED	Umeed
uumeed	Umeed
Umeed	Umeed
pnaeer	Sapnaee
Paneeer	Paneer
paneer	Paneer
samosa	Samosa
Saamosa	Samosa
samosa	Samosa
SANSKAARN	Sanskaarn
snskaaarn	Sanskaarn
sanskaarnn	Sanskaarn
SAANSKAARN	Sanskaarn
CHHAIU	Chaiu
Chaiu	Chaiu
cchaiu	Chaiu
Ram	Aam
ram	Aam
ram	Aam
sannata	Sannata
snnnata	Sannata
sasnnata	Sannata
paakora	Pakora
pakroa	Pakora
ppyari	Pyaari
Pyaari	Pyaari
PYAAARI	Pyaari
mnazil	Manzil
nMzil	Manzil
mnzill	Manzil
SHHIV	Shiv
Shhiv	Shiv
shihv	Shiv
biryanni	Biryani
biryani	Biryani
BIRYANI	Biryani
Biryaain	Biryanin
umeeda	Umeeda
umeeeda	Umeeda
Umeed	Umeed
ssapna	Sapna
ssapna	Sapna
spna	Sapna
Dost	Dost
dostt	Dost
dost	Dost
Dostt	Dost
jalebi	Jalebi
jalebi	Jalebi
BHHAGWAN	Bhagwan
Bhggwan	Bhagwan
ddilee	Dilee
DILEEE	Dilee
DILEEE	Dilee
DILEE	Dilee
dosaa	Dosa
dosa	Dosa
Dossa	Dosa
dosa	Dosa
MATRA	Matara
mtar	Matar
bandegaia	Bandegaia
bandegaia	Bandegaia
BANDEGAIA	Bandegaia
Sapnaii	Sapnai
spnai	Sapnai
kriishn	Krishna
Krrishn	Krishna
KRISHNA	Krishna
krishnna	Krishna
meehman	Mehmaan
Memhan	Mehmaan
MEHMAAN	Mehmaan
MEHMAAN	Mehmaan
smiitaa	Asmita
asmitaa	Asmita
SAMITAA	Asmita
Asmitaa	Asmita
spna	Sapna
SSpna	Sapna
NIRVANAN	Nirvanan
iNirvna	Nirvana
nirvana	Nirvana
nirvana	Nirvana
BHAGGWAN	Bhagwan
bhgwann	Bhagwan
Bhaggwan	Bhagwan
AAAMA	Rama
amaa	Rama
Bhkti	Shakti
bhaktti	Shakti
PPakora	Pakora
aPkorra	Pakora
pakora	Pakora
pakora	Pakora
pyara	Pyaara
Pyaaar	Pyaar
Chwal	Chawal
chawal	Chawal
Chawal	Chawal
bhajana	Bhajana
bhaajana	Bhajana
Bhajnaa	Bhajana
MANZIL	Manzil
mmanzil	Manzil
Manziil	Manzil
manzill	Manzil
Prsad	Prasad
prasad	Prasad
Prasad	Prasad
PRAASAD	Prasad
Bandegaiaa	Bandegaia
BANNDEGIAAA	Bandegaia
Prem	Prem
PREM	Prem
prrem	Prem
DALL	Dal
dl	Idli
dll	Idli
Khushbooo	Khushboo
khushboo	Khushboo
khushboo	Khushboo
aaam	Aam
Aam	Aam
Aam	Aam
RAMM	Aam
aRmm	Aam
RAAMA	Rama
Rama	Rama
RAMA	Rama
PANEEREE	Paneeree
PANEEEREE	Paneeree
ppaneeree	Paneeree
paeneeree	Paneeree
durrga	Durga
DURGAG	Durga
PATTAGYRA	Pattagyra
pattagyra	Pattagyra
Ptttagyra	Pattagyra
PATTAGGYRA	Pattagyra
halwaee	Halwaee
Halawee	Chawala
hlwaee	Halwaee
Bhkti	Shakti
Bhkti	Shakti
BHAKTI	Shakti
bhkati	Shakti
BHGAWAN	Bhagwan
BHGAWAN	Bhagwan
bhagwan	Bhagwan
bhagwwan	Bhagwan
PRASAAD	Prasad
Prsda	Prasada
prsaad	Prasad
BHINDII	Bhindi
bhindi	Bhindi
bihndi	Bhindi
BHIINDI	Bhindi
ksnhn	Kshan
KSHHAN	Kshan
rotii	Roti
roti	Roti
rtoi	Dharti
Musknn	Muskan
muskann	Muskan
savera	Savera
ssavera	Savera
savera	Savera
svaera	Savera
safar	Safar
SAAFAR	Safar
PREMMA	Prema
PRREMA	Prema
pprem	Prem
PREMMA	Prema
SANAJHI	Saanjhi
saaanjhi	Saanjhi
BBhakti	Shakti
BHAKTI	Shakti
PRASADAA	Prasada
prasadaa	Prasada
prasaddaa	Prasada
guulabjamun	Gulabjamun
GULABJAUMN	Gulabjamun
Dl	Idli
dll	Idli
Rootiu	Rotiu
rotiu	Rotiu
Rotiu	Rotiu
Dharti	Dharti
DHARTI	Dharti
DHARRTI	Dharti
banndegai	Bandegai
BANDEGGAI	Bandegai
badnegaii	Bandegai
Banndegai	Bandegai
roti	Roti
ROTI	Roti
ROOTI	Roti
ROTI	Roti
din	Din
IDIN	Bhindin
Ladud	Laddu
LADDUU	Laddu
ALDDU	Dalu
Halwaa	Halwa
halwwa	Halwa
poojaaa	Pooja
POOJAAA	Pooja
POOJA	Pooja
pooja	Pooja
mehmaan	Mehmaan
mehmann	Mehmaan
emhmaan	Mehmaan
Dosas	Dosa
Doosa	Dosa
DDsoa	Dosa
Nrivna	Krishna
NIRVANA	Nirvana
NIRVVANA	Nirvana
khwaabb	Khwaab
Khwaab	Khwaab
Khwwaab	Khwaab
KKhwaab	Khwaab
Krishna	Krishna
krisnha	Krishna
KRISHNA	Krishna
krishna	Krishna
humsafaru	Humsafaru
Humsfaaru	Humsafaru
Humsaafaru	Humsafaru
saverea	Savera
ssavera	Savera
Svera	Savera
saveera	Savera
humsafarn	Humsafarn
husmfarnn	Humsafarn
HUMSAFARN	Humsafarn
humssafarn	Humsafarn
KHWWAABAA	Khwaaba
KHWAAABAA	Khwaaba
spana	Kshana
sapna	Sapna
RRamaa	Rama
ramaa	Rama
RAMMAA	Rama
RRamaa	Rama
shnatia	Roshnia
SHAANTIA	Shantia
SHHANTIA	Shantia
deeshaa	Desha
ddeshaa	Desha
desaha	Desha
prernn	Prerna
perrn	Prerna
Prern	Prerna
PPRERNA	Prerna
RRam	Aam
raam	Aam
RAAM	Aam
rm	Prem
snskaar	Sanskaar
SANSKAAR	Sanskaar
Halwa	Halwa
Halwwa	Halwa
AHLWA	Halwa
Hlwaa	Halwa
bhjanu	Bhajanu
Bhjanu	Bhajanu
Ram	Aam
ram	Aam
rm	Prem
pattagyrra	Pattagyra
patttagyra	Pattagyra
Pattagyra	Pattagyra
Prerna	Prerna
prerna	Prerna
prenra	Prerna
Bhindi	Bhindi
BBHINDI	Bhindi
Bhidnii	Bhindi
Bhindi	Bhindi
SHAKTI	Shakti
shtki	Deshi
Shakti	Shakti
Gulabjamun	Gulabjamun
gulabjamun	Gulabjamun
Jlaeebi	Jalebi
JALLEBI	Jalebi
jalebi	Jalebi
Jaleebi	Jalebi
shivaa	Shivaa
Shivaaa	Shivaa
shivaa	Shivaa
Sihvaa	Kshan
ddil	Dil
DIIL	Dil
DDIL	Dil
dil	Dil
Dessh	Desh
DESH	Desh
DESH	Desh
virrsat	Virasat
VIIRASAT	Virasat
viirasat	Virasat
sukooni	Sukooni
SSukooni	Sukooni
mausamu	Mausamu
MMUASAMU	Mausamu
umsamu	Mausamu
Mausamu	Mausamu
matarr	Matar
Mataar	Matar
Matar	Matar
matar	Matar
Sansskaar	Sanskaar
SANSKAAR	Sanskaar
SANSKAAR	Sanskaar
humsafar	Humsafar
Humsaffar	Humsafar
hmusafar	Humsafar
saffar	Safar
Saafar	Safar
nirvana	Nirvana
niirvana	Nirvana
NIRVVANAU	Nirvanau
NIRVANAU	Nirvanau
Aaam	Aam
Aaam	Aam
aaam	Aam
AAAM	Aam
bhatura	Bhatura
Bhatura	Bhatura
bhjann	Bhajan
Bhaajan	Bhajan
BHAJAN	Bhajan
SSamosa	Samosa
SAMOOSA	Samosa
HAAWAI	Chawali
hawai	Chawali
HAWAI	Chawali
MEHMANA	Mehmaana
mehmaann	Mehmaan
mehmaan	Mehmaan
mehmana	Mehmaana
din	Din
dinn	Din
hSanti	Shanti
Shnti	Shanti
shannti	Shanti
Safarn	Safarn
SSAFARN	Safarn
krishna	Krishna
KRISHNAA	Krishna
Ram	Aam
RRam	Aam
RAAM	Aam
Rm	Prem
paneer	Paneer
paneeer	Paneer
simta	Asmita
Amsita	Asmita
ASMITA	Asmita
ASMITA	Asmita
Perm	Prem
prrem	Prem
PREM	Prem
pprme	Prem
bbhajan	Bhajan
Bhajan	Bhajan
BHAJJAN	Bhajan
aam	Aam
aam	Aam
HALWA	Halwa
hallwa	Halwa
KHWAAB	Khwaab
khwab	Khwaab
pyaar	Pyaar
PYAAR	Pyaar
hawa	Chawal
hawa	Chawal
MEHMAANN	Mehmaan
Mehman	Mehmaan
MEHMAAN	Mehmaan
Mehman	Mehmaan
Matrubhasha	Matrubhasha
MATRUBHASHA	Matrubhasha
MATRUBHASHA	Matrubhasha
mrtubhasha	Matrubhasha
khushboo	Khushboo
khushboo	Khushboo
KHUSHBOO	Khushboo
Khushboo	Khushboo
dost	Dost
Dosst	Dost
dost	Dost
Dost	Dost
manizl	Manzil
Maanzil	Manzil
maznill	Manzil
AMNZIL	Manzil
DOSA	Dosa
dosaa	Dosa
Dosa	Dosa
Halwwa	Halwa
hlwa	Halwa
HHAWLA	Chawala
HALWWA	Halwa
smmita	Asmita
asmita	Asmita
Asmita	Asmita
dhartti	Dharti
Dharti	Dharti
Parivaaar	Parivaar
PARIIVAAR	Parivaar
Parivaar	Parivaar
SSAPNA	Sapna
SAPNNA	Sapna
saapna	Sapna
spnaa	Sapna
PAANI	Paani
ppnai	Sapnai
Gannseha	Ganesha
GANESHHA	Ganesha
Gneshaa	Ganesha
Gnesha	Ganesha
niirvana	Nirvana
Nirvana	Nirvana
kshann	Kshan
kshan	Kshan
KSHAAN	Kshan
kskhn	Kshan
Aam	Aam
aam	Aam
aaam	Aam
Am	Aam
humssfra	Humsafara
humssafar	Humsafar
humsafaar	Humsafar
Hummsafar	Humsafar
ganeshaa	Ganesha
GANESHA	Ganesha
ganeshha	Ganesha
ganesha	Ganesha
sevraa	Savera
SAVERA	Savera
savera	Savera
savera	Savera
Lssi	Idli
LASSI	Lassi
Lassi	Lassi
Humsaafaraa	Humsafara
HHUMSAFARAA	Humsafara
Humsfaraaa	Humsafara
HUMSAFARAA	Humsafara
smosa	Samosa
samosa	Samosa
Chawal	Chawal
chhawal	Chawal
CHAAWLL	Chawal
chawwal	Chawal
bbhatura	Bhatura
bhtauura	Bhatura
Nirvana	Nirvana
nnirvana	Nirvana
nirvana	Nirvana
nirvana	Nirvana
DDAL	Dal
dal	Dal
NIRVANNA	Nirvana
Nirvana	Nirvana
nirvvana	Nirvana
nirvanna	Nirvana
MUSKAN	Muskan
muuskan	Muskan
Durgaii	Durgai
Durgai	Durgai
HAAWU	Chaiu
hwaauu	Khwaabu
RRoshni	Roshni
Roshnii	Roshni
ROSHNII	Roshni
ROSSNHI	Roshni
bkhti	Shakti
Bhakkti	Shakti
bhkti	Shakti
PAANIAA	Paania
Paniaa	Paania
Panniaa	Paania
Smoas	Asmita
SAAMOSA	Samosa
samosa	Samosa
BHAKKTI	Shakti
bhakkti	Shakti
dosaa	Dosa
Dossa	Dosa
dosa	Dosa
DSOA	Dosa
Chawal	Chawal
CChawal	Chawal
Chawaal	Chawal
ROTI	Roti
Roti	Roti
ROTI	Roti
rroti	Roti
ahwa	Hawa
Hwa	Khwaab
BACHPANAA	Bachpanaa
bchppaana	Bachpanaa
bchpanaa	Bachpanaa
Bachpanaa	Bachpanaa
raaat	Virasat
raatt	Virasat
RAATT	Virasat
bhhwgan	Bhagwan
BHAGWAN	Bhagwan
ddin	Din
DIN	Din
DDin	Din
din	Din
dil	Dil
dil	Dil
DIL	Dil
dil	Dil
Asmtia	Asmita
AAsmita	Asmita
asmiita	Asmita
Muskan	Muskan
muskan	Muskan
Yaadeinu	Yaadeinu
Yadeinu	Yaadeinu
yaadeinnu	Yaadeinu
Samosaaaa	Samosa
ssamosaaa	Samosa
samsoaaaa	Samosa
SAMOSAAA	Samosa
RAMAAA	Rama
ramaa	Rama
RAAMA	Rama
rmaa	Prema
PREEM	Prem
Prem	Prem
prem	Prem
Premm	Prem
janaam	Janam
janam	Janam
poooja	Pooja
POPOJA	Pooja
POOJJA	Pooja
pooj	Pooja
bhajaan	Bhajan
bhajann	Bhajan
Khushii	Khushi
khushiii	Khushi
hhawa	Chawal
HAWA	Chawal
Hawa	Chawal
prernaan	Prernan
PRERNAN	Prernan
prrernan	Prernan
Prernan	Prernan
mausam	Mausam
mausamm	Mausam
maussam	Mausam
Mausam	Mausam
SUKOONO	Sukoon
Sukoon	Sukoon
bnndhan	Bandhan
bandhan	Bandhan
bndhann	Bandhan
baandhan	Bandhan
raat	Virasat
raatt	Virasat
RAAAT	Virasat
IDLI	Idli
IDLI	Idli
IDLI	Idli
idli	Idli
nirvanaii	Nirvanai
NIRVANAI	Nirvanai
Nrivanai	Nirvanai
smita	Asmita
ASMITA	Asmita
Asmiita	Asmita
IDLIU	Idliu
idilu	Dilu
idlliu	Idliu
idliuu	Idliu
CHAIEE	Chaiee
chhaiee	Chaiee
chaeiee	Chaiee
Humsfar	Humsafar
hhusmfar	Humsafar
humfsar	Humsafar
Shtki	Deshi
shhakti	Shakti
shkti	Shakti
shaktti	Shakti
bhkaktin	Bhaktin
BHAAKTIN	Bhaktin
bhaktin	Bhaktin
zindagi	Zindagi
iznndagi	Zindagi
Shkkti	Shakti
shatkti	Shakti
Shakti	Shakti
MAUSAM	Mausam
MAUSAAM	Mausam
mauusam	Mausam
maasuam	Mausam
bachpan	Bachpan
BAACHPAN	Bachpan
Bcahpan	Bachpan
MATRUBHASHAAA	Matrubhasha
Matrubhashaaa	Matrubhasha
mtrubhashaaa	Matrubhasha
mtrubhashaaa	Matrubhasha
Dsot	Dost
dost	Dost
Dsot	Dost
ddots	Dosa
HHALWA	Halwa
HHALWA	Halwa
lHwaa	Halwa
bachpaani	Bachpani
bacphani	Bachpani
bhtki	Shakti
Bhkti	Shakti
Yadeein	Yaadein
yaaadein	Yaadein
gulabjaamun	Gulabjamun
GGULABJAMUN	Gulabjamun
gulabjaamun	Gulabjamun
sannataa	Sannata
sannata	Sannata
sannata	Sannata
dinee	Dinee
DNINEE	Dinee
DINEE	Dinee
DINEE	Dinee
mauusam	Mausam
MMAUSAM	Mausam
mausam	Mausam
Pal	Dal
Pall	Dal
pall	Dal
PAL	Dal
idlia	Idlia
dilia	Idlia
HUMSAFAAR	Humsafar
humsfar	Humsafar
LADDU	Laddu
lladdu	Laddu
LADDDU	Laddu
ldadu	Laddu
ladduu	Laddu
ldddu	Dilu
ldudu	Laddu
Saverra	Savera
saavera	Savera
Svera	Savera
nirvaana	Nirvana
Nirvana	Nirvana
NIRVANA	Nirvana
nirvanaa	Nirvana
Sappna	Sapna
SAPAN	Sapnan
ssapna	Sapna
mausamu	Mausamu
mauasmu	Mausamu
HUMSFAFAR	Humsafar
Humsafar	Humsafar
Humssfar	Humsafar
humsafar	Humsafar
pyaar	Pyaar
PYAAAR	Pyaar
mausam	Mausam
mausam	Mausam
asfar	Safar
safr	Humsafar
SAFAAR	Safar
Sfar	Humsafar
saanjh	Saanjh
Saanjh	Saanjh
saanhj	Kshan
sanjh	Saanjh
Prernaaa	Prerna
prernaa	Prerna
Prernaaa	Prerna
prernaaa	Prerna
Rasgullai	Rasgullai
rrasgullai	Rasgullai
RASGULLAAI	Rasgullai
Rasgullai	Rasgullai
Prasda	Prasada
PRASADD	Prasad
praasd	Prasad
nivrnaee	Nirvanaee
NIRVANAEEE	Nirvanaee
MAUSAAM	Mausam
mauasm	Mausam
saanjhh	Saanjh
sanjhh	Saanjh
Saanjhh	Saanjh
nGnesh	Ganesh
gaanesh	Ganesh
ladud	Laddu
Lddu	Dilu
Laddu	Laddu
Lddu	Dilu
prernai	Prernai
prernni	Prernai
prernai	Prernai
prenri	Prernai
BACHHPAN	Bachpan
BACHPAN	Bachpan
Samosa	Samosa
samosa	Samosa
samosa	Samosa
ssmosa	Samosa
durg	Durga
durg	Durga
Jleeibi	Jalebi
Jaelbii	Jalebi
JALEBII	Jalebi
SSWAREE	Swaree
swaree	Swaree
Swarree	Swaree
shanntii	Shanti
Shntii	Shanti
paneeer	Paneer
paneer	Paneer
paneeer	Paneer
PANEER	Paneer
Jnam	Janam
JJANAM	Janam
janam	Janam
janam	Janam
deshee	Deshee
deeshee	Deshee
DEESHEE	Deshee
SAFARAAA	Safara
SAFARRAA	Safara
saafraaa	Safara
safaraa	Safara
Din	Din
DDin	Din
Geet	Geet
gete	Geetee
GEET	Geet
bhaturaee	Bhaturaee
bhaturaee	Bhaturaee
BHHATURAEE	Bhaturaee
bhturraee	Bhaturaee
HALWA	Halwa
halwwa	Halwa
halwwa	Halwa
bachpan	Bachpan
bachppan	Bachpan
Aloo	Dal
laoo	Pala
aloo	Dal
looo	Aloo
MATRUUBHASHA	Matrubhasha
Mtrubhassha	Matrubhasha
MATRUBHASHA	Matrubhasha
ddil	Dil
diil	Dil
Dil	Dil
dil	Dil
DDost	Dost
ddost	Dost
ddots	Dosa
Dost	Dost
mehmaaan	Mehmaan
mehaman	Mehmaan
MHEMAAN	Mehmaan
Mehmaann	Mehmaan
RRam	Aam
rram	Aam
amai	Rami
aami	Rami
aami	Rami
Aaami	Rami
Umeeed	Umeed
umeeed	Umeed
Umeed	Umeed
kalakkar	Kalakar
Kalakar	Kalakar
iidli	Idli
iddli	Idli
iddli	Idli
didli	Idli
paattagrya	Matara
PATTAGYYRA	Pattagyra
PATTAAGYRA	Pattagyra
PATTAGYRA	Pattagyra
Kshanu	Kshanu
kshanu	Kshanu
PAKORA	Pakora
pakkora	Pakora
DIL	Dil
DiDl	Dil
Pyaara	Pyaara
PYAARA	Pyaara
Hwaeee	Chawalee
hawaee	Chawalee
